Core-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCX-0,,,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),Branch Misprediction Ratio,IC (32B) Fetch Miss Ratio,Op Cache (64B) Fetch Miss Ratio,IC Access (pti),IC Miss (pti),DC Access (pti),DC Fills From Same CCX (pti),DC Fills From different CCX in same node (pti),DC Fills From Local Memory (pti),DC Fills From Remote CCX Cache (pti),DC Fills From Remote Memory (pti),All DC Fills (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access,L3 Miss,L3 Miss %,Ave L3 Miss Latency,
2.10,1759.72,0.67,1.49,0.02,0.24,0.21,69.92,16.51,563.11,22.04,1.36,0.05,1.09,0.10,24.65,42.14,9.44,27.43,5.61,28.76,3.63,20.12,5.01,16.62,11.97,4.05,0.60,461792.00,85197.00,18.45,1075.19,
3.64,2056.83,0.48,2.10,0.03,0.26,0.16,66.06,16.97,598.88,24.40,1.27,0.05,1.17,0.07,26.96,46.27,14.14,27.63,4.61,32.67,4.73,23.70,4.24,16.49,11.67,4.46,0.36,634087.00,70417.00,11.11,563.11,
4.16,1749.83,0.56,1.79,0.02,0.18,0.15,47.01,8.26,573.58,21.58,1.35,0.06,1.23,0.04,24.26,44.98,14.47,26.21,4.62,27.23,3.12,19.84,4.27,12.02,7.94,3.73,0.35,163339.00,52272.00,32.00,415.55,
4.45,1787.33,0.53,1.90,0.02,0.18,0.15,51.63,9.36,585.11,22.79,1.88,0.57,1.63,0.08,26.95,38.62,10.00,24.70,4.16,33.75,6.32,23.58,3.85,14.95,8.72,5.85,0.32,347432.00,48145.00,13.86,1057.85,
1.32,2130.68,0.61,1.63,0.03,0.25,0.22,80.57,20.46,575.97,19.82,1.28,0.05,1.02,0.05,22.23,36.55,7.27,24.86,4.61,27.66,4.58,18.96,4.12,15.73,10.66,4.57,0.49,120419.00,10950.00,9.09,420.41,
2.75,1740.14,0.77,1.30,0.02,0.24,0.21,79.13,18.70,582.74,22.16,1.45,0.07,0.95,0.03,24.66,51.62,20.46,26.27,5.39,31.74,6.65,20.18,4.91,12.93,9.41,3.03,0.48,54379.00,8313.00,15.29,470.50,
0.56,1411.51,0.30,3.31,0.05,0.21,0.15,49.96,10.65,572.37,21.14,1.54,0.08,0.93,0.06,23.75,41.03,13.12,24.21,4.08,30.37,3.85,22.61,3.91,16.86,11.84,4.01,0.17,280865.00,36693.00,13.06,690.01,
11.57,3127.62,0.15,6.49,0.01,0.19,0.16,46.74,9.09,545.27,24.97,1.50,0.43,1.04,0.14,28.08,29.84,6.25,20.27,3.37,24.35,3.30,17.89,3.16,15.32,10.71,4.10,0.21,239250.00,27767.00,11.61,555.17,
5.15,1920.43,0.43,2.31,0.02,0.16,0.16,56.68,9.13,579.60,19.53,1.55,0.10,1.53,0.10,22.80,44.79,12.71,26.55,6.29,26.54,3.28,18.23,5.03,14.83,7.33,4.99,1.26,160119.00,13201.00,8.24,586.97,
5.49,1866.20,0.41,2.45,0.02,0.24,0.17,68.24,16.59,609.78,21.98,1.26,0.06,0.88,0.04,24.22,59.24,28.41,26.28,4.32,19.76,0.09,15.78,3.89,9.70,0.48,8.69,0.43,429509.00,63670.00,14.82,606.97,
1.78,2196.11,0.44,2.28,0.01,0.18,0.12,40.48,7.14,577.95,14.61,1.27,0.04,1.43,0.03,17.38,23.09,2.41,17.20,3.41,12.03,0.11,9.38,2.54,7.96,3.09,4.21,0.88,13554.00,3862.00,28.49,656.88,
2.15,2195.87,0.60,1.67,0.01,0.18,0.08,30.48,5.54,467.45,23.54,1.37,0.71,1.02,0.20,26.84,45.96,11.68,18.57,14.56,44.64,21.78,12.59,10.26,51.72,38.16,8.32,4.29,16612.00,5147.00,30.98,493.24,
0.60,1953.11,0.58,1.71,0.05,0.21,0.15,75.53,16.11,602.19,11.88,0.77,0.04,0.79,0.08,13.56,47.27,15.73,18.88,15.23,38.00,12.21,14.82,10.97,15.50,5.75,4.72,4.25,15082.00,3553.00,23.56,869.87,
6.63,1748.82,0.23,4.28,0.02,0.17,0.15,64.58,11.15,621.16,13.74,0.98,0.06,0.80,0.06,15.65,40.83,5.14,20.76,16.40,39.41,15.90,13.28,10.23,18.23,6.33,4.64,6.17,23822.00,5171.00,21.71,588.61,
4.08,1885.15,0.68,1.47,0.02,0.11,0.16,43.34,4.84,554.51,15.49,1.10,0.04,0.86,0.03,17.52,46.95,5.30,22.63,18.25,32.64,6.23,15.35,11.06,24.07,5.59,11.23,7.20,36271.00,7824.00,21.57,480.03,
4.14,2081.84,0.29,3.50,0.01,0.18,0.14,49.21,8.68,526.27,17.82,1.57,0.07,0.84,0.04,20.33,56.98,17.17,22.51,18.58,37.07,9.18,14.61,13.28,21.70,7.53,8.33,5.30,14319.00,4668.00,32.60,500.60,
5.25,1897.81,0.32,3.09,0.02,0.24,0.21,83.48,19.76,576.86,15.64,0.53,0.04,0.40,0.05,16.65,61.50,12.58,24.73,23.80,43.52,13.90,14.16,15.45,33.65,14.09,9.93,8.35,38162.00,6740.00,17.66,664.36,
2.15,1775.17,0.34,2.94,0.04,0.19,0.08,42.90,7.97,504.30,23.60,0.84,0.12,1.19,0.19,25.95,110.26,57.07,22.09,30.93,27.17,8.16,2.58,16.43,25.11,6.76,1.01,14.51,15180.00,1331.00,8.77,432.51,
2.18,1774.27,0.35,2.88,0.03,0.17,0.11,42.67,7.13,590.84,14.25,0.30,0.04,0.51,0.07,15.17,61.75,17.09,22.44,22.51,45.76,27.95,6.00,11.80,29.38,14.49,1.66,10.71,28597.00,1709.00,5.98,514.09,
3.44,1798.64,0.19,5.14,0.03,0.20,0.13,76.47,15.39,513.74,13.12,0.14,0.15,0.42,0.03,13.85,71.81,58.55,10.12,5.93,28.49,13.70,10.58,4.21,11.29,4.23,4.74,1.72,18377.00,1566.00,8.52,440.56,
0.62,1934.12,0.61,1.65,0.06,0.26,0.21,121.47,31.19,583.64,21.06,0.19,0.13,0.60,0.05,22.03,39.49,22.54,6.41,3.10,15.17,9.48,3.91,1.78,13.36,9.21,1.60,1.32,16344.00,934.00,5.71,513.78,
9.54,2083.47,0.14,7.38,0.02,0.22,0.14,62.48,13.94,524.67,19.73,0.49,0.04,0.90,0.05,21.20,38.58,3.24,20.02,15.30,25.47,2.98,11.70,10.79,19.54,3.64,10.29,4.51,21597.00,983.00,4.55,507.96,
5.82,1956.70,0.30,3.33,0.01,0.22,0.07,36.49,7.94,512.58,15.98,0.28,0.05,0.54,0.06,16.90,27.12,16.00,6.64,5.36,38.90,20.56,14.45,3.88,22.32,11.73,7.78,1.47,21570.00,1954.00,9.06,572.83,
3.08,2021.43,0.19,5.13,0.03,0.24,0.10,62.73,14.98,530.96,25.41,1.10,0.09,1.89,0.08,28.56,98.99,64.61,19.48,18.93,62.29,31.81,18.98,11.51,50.20,33.27,6.43,7.42,15833.00,1128.00,7.12,554.88,
0.59,1900.83,0.66,1.51,0.05,0.27,0.40,217.27,58.99,610.41,19.17,0.16,0.42,0.36,0.11,20.24,96.75,63.91,19.38,17.32,66.20,40.24,15.23,10.72,83.98,52.34,9.18,6.60,17032.00,1052.00,6.18,435.08,
3.22,1498.15,0.23,4.32,0.02,0.25,0.17,63.60,15.67,532.46,15.57,0.52,0.05,0.76,0.10,16.99,100.26,46.82,27.89,27.34,32.79,11.97,4.21,16.61,27.29,13.92,1.74,10.73,14295.00,1187.00,8.30,376.61,
0.68,1471.21,0.68,1.47,0.06,0.22,0.13,54.94,11.96,583.77,15.18,0.78,0.07,1.11,0.08,17.22,52.36,14.19,21.08,17.44,40.41,12.23,16.91,11.28,32.79,19.10,6.86,6.16,17054.00,1164.00,6.83,390.02,
3.34,1495.94,0.21,4.71,0.03,0.25,0.29,148.93,37.96,613.23,26.62,1.25,0.11,0.60,0.07,28.65,71.90,18.03,24.80,27.90,44.75,10.78,17.27,16.70,38.32,14.22,11.12,11.20,15087.00,1091.00,7.23,377.55,
3.01,1512.00,0.18,5.63,0.01,0.25,0.23,74.73,18.41,549.36,24.01,0.85,0.04,0.73,0.09,25.72,70.80,7.07,27.49,36.14,35.78,4.27,11.46,20.06,43.04,12.99,12.11,16.09,19754.00,2838.00,14.37,335.73,
8.25,1504.74,0.41,2.47,0.01,0.11,0.15,37.83,4.10,529.05,17.21,0.80,0.02,0.84,0.02,18.90,55.90,4.91,26.11,24.82,31.60,5.23,11.49,14.89,29.01,7.40,11.28,9.93,41844.00,4897.00,11.70,345.62,
2.45,1509.52,0.37,2.69,0.02,0.24,0.18,90.67,21.76,514.62,24.09,0.59,0.04,0.73,0.03,25.47,106.55,65.51,23.70,20.65,81.19,50.74,17.97,12.47,67.74,44.71,9.12,8.18,17422.00,1629.00,9.35,401.18,
3.86,1507.38,0.31,3.28,0.01,0.24,0.22,139.30,33.09,610.90,28.33,0.86,0.05,1.64,0.11,31.00,73.54,39.77,19.39,16.27,40.66,17.85,14.36,8.45,39.72,21.29,8.16,7.82,22334.00,2848.00,12.75,328.32,
0.83,1494.64,0.97,1.03,0.02,0.21,0.09,43.28,9.02,523.39,26.90,0.33,0.88,0.22,0.19,28.52,80.50,1.08,38.51,40.79,29.51,5.40,12.73,11.38,47.76,7.23,10.37,29.41,11959.00,955.00,7.99,413.71,
3.71,1502.27,1.01,0.99,0.01,0.13,0.15,38.06,4.99,511.74,21.17,0.89,0.07,0.73,0.04,22.90,43.50,11.86,17.00,15.17,54.63,25.09,20.55,8.99,51.03,30.04,11.02,6.17,40058.00,2816.00,7.03,391.66,
0.89,1518.73,0.87,1.15,0.02,0.27,0.22,73.33,19.96,537.38,22.15,0.30,0.18,0.54,0.04,23.22,57.27,32.84,12.41,12.70,45.12,18.61,19.39,7.12,45.14,28.86,8.77,5.57,13820.00,1127.00,8.15,430.81,
0.85,1522.77,0.71,1.40,0.03,0.25,0.29,163.58,40.75,611.57,25.69,0.25,0.03,0.49,0.04,26.51,100.40,58.59,23.05,20.10,55.44,24.62,19.66,11.16,56.63,33.90,10.38,8.93,14575.00,1200.00,8.23,450.79,
1.81,1507.64,0.94,1.07,0.02,0.27,0.39,150.82,40.63,533.70,20.23,0.65,0.09,1.04,0.13,22.14,77.12,41.73,20.67,17.00,51.34,32.42,10.44,8.47,87.12,61.46,9.81,8.53,26412.00,2022.00,7.66,396.22,
0.88,1489.77,0.96,1.04,0.02,0.12,0.12,34.89,4.11,547.98,14.36,0.38,0.02,0.41,0.02,15.19,61.88,37.39,13.73,12.97,80.34,51.59,20.61,8.14,59.84,42.55,10.51,4.83,12971.00,997.00,7.69,458.57,
1.43,1507.25,0.56,1.78,0.05,0.23,0.22,145.21,34.12,570.23,25.70,0.27,0.05,0.60,0.05,26.68,40.64,12.43,12.79,15.25,41.93,19.08,14.66,8.19,52.13,31.54,11.48,7.06,18680.00,1794.00,9.60,355.16,
1.43,1469.04,0.84,1.19,0.02,0.28,0.26,102.18,28.37,514.35,22.16,0.30,0.07,0.73,0.02,23.27,58.22,25.61,16.61,16.57,43.27,19.43,16.02,7.82,44.11,25.89,8.14,8.75,19741.00,1663.00,8.42,408.63,
1.25,1537.64,0.82,1.23,0.03,0.27,0.15,91.30,24.97,541.49,20.20,0.49,0.09,1.21,0.11,22.11,48.58,12.50,20.02,16.27,26.24,9.13,9.17,7.93,37.31,22.11,6.86,8.35,19474.00,1512.00,7.76,431.42,
8.45,3561.99,0.11,8.78,0.01,0.26,0.24,97.96,25.05,639.88,23.47,1.74,0.07,1.78,0.13,27.19,56.44,12.85,27.22,16.46,87.83,55.91,21.56,10.36,56.75,40.94,9.68,6.10,21590.00,6819.00,31.58,781.30,
0.32,1497.81,0.52,1.92,0.09,0.28,0.43,378.20,106.08,734.73,27.07,0.76,0.05,1.06,0.08,29.02,42.57,2.68,20.53,19.40,97.83,69.36,22.61,5.86,64.32,43.27,7.48,13.54,31528.00,737.00,2.34,368.98,
1.16,1499.17,0.49,2.05,0.08,0.29,0.65,626.76,183.05,671.24,30.45,0.12,0.04,0.21,0.01,30.83,166.76,101.43,34.12,33.56,129.12,93.56,14.42,21.13,86.88,69.91,4.47,12.42,24192.00,1238.00,5.12,426.64,
0.60,1498.35,0.54,1.84,0.09,0.29,0.47,376.10,107.37,667.21,29.58,0.32,0.10,0.80,0.01,30.82,170.37,104.96,34.06,33.48,71.32,30.92,19.20,21.20,31.39,9.58,9.52,12.28,31572.00,807.00,2.56,464.19,
0.62,1498.67,0.52,1.91,0.09,0.28,0.48,383.56,108.22,668.48,23.04,0.89,0.06,1.26,0.05,25.30,178.59,109.16,36.90,34.27,107.52,59.04,26.61,21.87,53.79,33.80,7.58,12.40,11100.00,267.00,2.41,417.86,
1.92,1499.57,0.92,1.09,0.04,0.26,0.27,151.18,39.04,597.69,28.14,0.53,0.12,0.95,0.04,29.79,165.74,91.75,37.24,38.37,115.28,69.27,22.27,23.74,63.25,41.39,7.21,14.63,31391.00,885.00,2.82,388.68,
3.55,1499.60,0.81,1.24,0.03,0.25,0.23,126.04,31.65,603.01,17.81,0.18,0.29,0.45,0.03,18.76,85.55,36.83,26.23,23.24,124.97,94.41,14.77,15.79,81.63,69.85,4.28,7.45,49317.00,2269.00,4.60,392.74,
0.63,1498.76,0.52,1.94,0.09,0.28,0.48,387.07,108.22,672.37,27.06,1.34,0.10,1.42,0.06,29.97,92.40,23.89,30.00,39.10,62.59,24.46,15.98,22.15,36.27,14.52,4.78,16.95,11053.00,397.00,3.59,411.64,
0.60,1489.12,0.54,1.85,0.09,0.25,0.21,111.87,28.06,601.08,15.24,1.14,0.14,1.43,0.04,17.98,88.32,28.67,27.10,33.19,105.53,65.78,20.54,19.22,68.16,46.39,7.78,13.98,11131.00,301.00,2.70,346.34,
0.33,1497.96,0.50,2.00,0.09,0.29,0.53,491.82,142.03,695.38,29.53,1.87,0.06,2.64,0.25,34.36,156.21,100.32,30.04,29.56,111.05,70.53,22.22,18.30,61.52,42.90,7.31,11.26,12580.00,196.00,1.56,334.89,
0.62,1498.83,0.58,1.72,0.09,0.23,0.19,91.68,20.87,602.53,22.66,0.73,0.02,0.75,0.02,24.17,69.72,19.88,26.29,23.81,53.68,17.45,19.77,16.47,18.97,7.04,4.58,7.34,17054.00,546.00,3.20,351.52,
6.30,1499.76,0.67,1.48,0.03,0.29,0.57,514.42,148.00,629.65,26.55,0.33,0.05,0.86,0.04,27.84,152.03,95.00,31.17,29.52,58.71,22.28,18.10,18.32,24.94,4.30,9.44,11.20,76244.00,5918.00,7.76,434.54,
1.10,1499.08,0.44,2.28,0.09,0.28,0.44,366.54,103.32,657.46,30.00,0.73,0.06,0.83,0.15,31.76,82.35,19.86,30.12,32.75,108.42,63.87,23.69,20.86,58.73,39.79,7.02,11.89,18325.00,898.00,4.90,329.91,
0.86,1498.50,0.51,1.97,0.09,0.25,0.23,130.30,32.01,609.21,23.25,0.42,0.09,0.44,0.02,24.22,151.29,94.65,31.18,29.04,107.49,65.70,23.22,18.57,58.41,39.90,8.01,10.47,17286.00,487.00,2.82,400.93,
0.79,1498.77,0.49,2.03,0.10,0.28,0.44,360.96,100.24,645.92,28.57,0.70,0.15,1.03,0.13,30.58,150.65,92.93,31.13,30.33,108.73,66.43,23.60,18.69,58.70,39.32,7.72,11.64,15330.00,341.00,2.22,349.39,
1.91,1499.38,0.67,1.49,0.05,0.28,0.45,361.07,102.16,630.48,30.60,0.63,0.03,0.77,0.01,32.05,174.62,102.61,38.33,35.83,63.51,23.02,17.69,22.79,26.61,5.64,7.93,13.04,26382.00,1426.00,5.41,384.16,
0.59,1498.66,0.58,1.73,0.09,0.29,0.44,355.73,101.70,642.73,26.20,0.55,0.12,0.83,0.03,27.73,85.70,38.51,26.28,21.70,61.59,27.41,18.83,15.36,23.15,7.76,9.05,6.34,11727.00,69.00,0.59,347.89,
0.68,1498.84,0.51,1.96,0.09,0.28,0.44,369.28,103.38,653.78,31.51,0.56,0.10,0.61,0.04,32.82,164.27,95.88,35.34,35.38,69.46,26.88,20.38,22.20,29.67,7.43,9.06,13.18,12060.00,506.00,4.20,384.06,
2.34,1499.62,0.74,1.35,0.04,0.28,0.42,361.61,101.63,668.29,29.77,0.78,0.11,1.17,0.06,31.88,166.41,95.01,36.02,37.24,123.26,82.73,17.36,23.17,79.85,60.52,5.23,14.08,36084.00,1794.00,4.97,378.90,
3.28,1810.70,0.65,1.54,0.04,0.21,0.20,81.78,16.93,586.55,24.62,0.90,0.19,0.70,0.15,26.55,122.33,49.76,37.29,36.69,106.29,61.39,22.06,22.84,62.84,39.66,9.29,13.85,2275546.00,410346.00,18.03,366.48,
0.18,2977.49,0.51,1.97,0.09,0.27,0.42,363.60,99.76,680.81,30.24,0.85,0.12,0.80,0.10,32.11,169.05,102.56,35.43,33.01,65.73,23.81,21.32,20.60,27.78,6.66,8.70,12.41,287387.00,136792.00,47.60,1176.65,
4.73,2964.63,0.41,2.41,0.04,0.23,0.22,123.62,27.95,617.91,22.54,1.60,0.09,1.85,0.11,26.20,92.18,52.99,23.01,16.30,33.48,9.63,12.25,11.60,34.43,20.89,8.84,4.70,357992.00,144244.00,40.29,1141.15,
11.75,2979.86,0.80,1.25,0.01,0.31,0.40,294.20,90.12,692.51,26.00,0.84,0.06,1.26,0.08,28.25,186.78,131.51,31.12,27.41,133.24,100.39,15.04,17.81,86.24,71.86,4.73,9.60,390221.00,176182.00,45.15,973.73,
5.08,1563.95,0.52,1.92,0.05,0.21,0.15,62.82,13.00,347.68,9.36,0.54,0.37,0.22,0.05,10.53,119.18,63.84,28.25,28.13,72.81,36.96,19.96,15.90,37.40,19.32,5.85,12.23,184319.00,80207.00,43.52,290.47,
46.60,1850.94,0.94,1.06,0.02,0.34,0.00,1.03,0.35,401.27,12.04,0.38,2.25,0.19,1.26,16.12,50.12,19.30,20.77,10.06,17.71,4.42,6.87,6.42,35.22,23.47,8.11,3.64,284321.00,55188.00,19.41,504.10,
11.53,3610.15,0.36,2.74,0.02,0.31,0.19,74.66,23.12,545.66,1.39,0.06,0.03,0.04,0.02,1.55,8.75,5.80,1.84,1.12,24.55,12.48,11.52,0.55,28.39,11.25,9.90,0.57,252050.00,57464.00,22.80,794.91,
6.97,1557.08,0.16,6.27,0.01,0.15,0.13,49.30,7.19,522.16,11.63,0.31,0.16,0.26,0.14,12.49,11.37,7.96,2.73,0.96,27.43,12.36,14.50,0.57,38.55,30.92,6.88,0.39,19589.00,2319.00,11.84,393.79,
7.27,1501.90,1.14,0.88,0.01,0.09,0.13,36.98,3.49,543.36,21.34,0.72,0.02,0.79,0.04,22.91,32.91,4.03,26.39,3.06,14.05,0.74,11.21,2.10,15.54,2.40,12.11,0.96,71417.00,12768.00,17.88,266.62,
8.69,1499.05,0.35,2.90,0.02,0.20,0.18,59.43,11.95,576.48,22.76,1.69,0.10,0.69,0.12,25.37,43.51,7.92,22.95,12.55,24.64,1.06,14.48,9.10,22.77,7.36,10.70,3.44,36114.00,5977.00,16.55,342.01,
2.35,1496.00,0.86,1.16,0.01,0.13,0.14,38.13,4.89,546.69,17.91,0.54,0.01,0.43,0.11,19.01,63.38,10.60,29.58,24.28,33.25,4.32,13.50,15.44,29.14,6.37,12.90,8.85,38184.00,4679.00,12.25,404.44,
4.08,1502.56,1.13,0.89,0.01,0.14,0.15,38.53,5.22,514.43,26.11,0.76,0.08,0.61,0.06,27.62,52.07,6.43,24.27,21.34,34.18,7.94,13.23,13.00,26.92,5.09,13.09,8.33,42188.00,2086.00,4.94,445.16,
7.35,1498.86,0.57,1.76,0.01,0.14,0.15,37.96,5.27,514.88,23.28,0.42,0.07,0.59,0.02,24.38,93.54,30.79,31.84,33.46,25.62,0.74,9.26,15.62,21.66,0.29,3.54,17.84,36933.00,2396.00,6.49,398.29,
100.01,3719.98,0.21,4.70,0.00,0.24,0.04,10.02,2.36,331.21,17.44,0.49,0.04,0.80,0.07,18.84,66.57,30.61,27.19,8.47,26.90,4.79,16.54,5.57,39.91,30.54,7.03,2.90,215335.00,193592.00,89.90,850.71,
0.39,1499.24,0.85,1.17,0.04,0.20,0.10,27.89,5.56,534.55,24.85,0.37,0.07,0.71,0.01,26.01,95.09,53.88,33.22,10.46,47.37,21.00,18.38,7.99,18.39,10.39,5.53,2.46,12976.00,355.00,2.74,368.32,
0.59,1498.79,0.48,2.07,0.10,0.23,0.16,85.54,19.87,608.22,23.87,1.30,0.12,1.06,0.07,26.42,70.53,28.79,23.98,18.64,103.66,66.60,23.51,13.55,55.85,43.77,6.97,5.10,15734.00,489.00,3.11,409.70,
0.36,1498.00,0.51,1.98,0.09,0.27,0.44,363.74,99.93,659.30,30.57,0.86,0.12,0.70,0.07,32.32,151.13,96.82,30.60,27.61,100.29,54.27,28.52,17.51,44.19,27.27,6.80,10.10,12795.00,175.00,1.37,395.05,
0.44,1498.16,0.64,1.56,0.07,0.23,0.16,82.48,18.83,610.28,33.02,1.14,0.13,0.93,0.10,35.33,184.61,152.06,22.66,15.76,55.97,24.00,19.90,12.07,19.15,8.17,7.28,3.70,23793.00,842.00,3.54,309.36,
4.00,1499.54,0.86,1.16,0.03,0.23,0.23,121.14,28.10,613.57,24.59,1.27,0.15,0.81,0.11,26.93,149.56,94.48,30.80,27.79,84.87,39.58,27.42,17.87,43.83,26.77,7.11,9.92,66868.00,2004.00,3.00,399.56,
0.36,1497.80,0.50,1.98,0.09,0.23,0.16,88.05,20.62,629.69,29.83,1.10,0.04,0.70,0.07,31.74,67.35,18.52,26.68,22.38,50.87,14.64,19.57,16.66,17.30,6.58,4.99,5.72,19404.00,238.00,1.23,371.43,
4.15,1457.95,0.84,1.19,0.03,0.22,0.21,97.90,21.18,589.31,23.98,0.70,0.03,0.57,0.02,25.29,73.94,21.64,28.06,24.54,54.38,16.55,19.76,18.08,17.58,6.34,4.77,6.46,68888.00,1930.00,2.80,385.30,
4.91,1499.65,0.86,1.16,0.03,0.25,0.33,186.00,46.17,599.17,25.90,1.79,0.06,1.77,0.15,29.66,153.33,98.83,29.40,28.87,101.03,56.79,25.81,18.43,67.75,44.03,8.69,10.44,79869.00,3073.00,3.85,391.36,
7.12,1510.38,0.30,3.30,0.02,0.28,0.37,189.68,52.51,636.59,14.66,0.47,0.06,1.88,0.17,17.23,89.85,29.09,29.03,26.45,76.77,46.05,16.37,14.35,73.95,49.65,12.07,12.10,30136.00,2237.00,7.42,469.81,
1.07,1511.11,0.62,1.62,0.04,0.34,0.36,200.88,68.49,686.33,11.89,0.53,0.03,0.62,0.09,13.16,165.52,102.90,36.21,28.18,43.86,12.01,14.97,16.89,34.63,15.28,7.87,11.29,37969.00,5009.00,13.19,329.72,
0.68,1597.23,0.78,1.27,0.03,0.25,0.24,144.40,36.36,501.62,25.74,2.99,0.24,0.16,0.04,29.18,34.05,27.17,4.17,1.36,43.09,22.20,19.91,0.98,42.27,29.41,9.61,0.38,12052.00,1260.00,10.45,302.34,
3.26,1507.98,0.24,4.25,0.02,0.26,0.27,139.52,36.04,688.49,18.15,0.36,0.03,0.28,0.18,18.99,58.82,8.96,22.82,27.50,59.08,23.05,19.96,16.07,54.38,30.44,9.65,11.44,14237.00,868.00,6.10,368.34,
3.34,1511.16,0.79,1.27,0.02,0.12,0.13,37.05,4.35,550.17,23.09,0.54,0.06,0.86,0.04,24.59,56.81,4.75,26.44,25.59,32.50,6.45,11.51,14.54,36.93,14.28,9.88,11.05,41079.00,4314.00,10.50,443.34,
2.12,1504.83,0.36,2.77,0.02,0.26,0.22,98.65,25.18,525.24,26.08,0.83,0.13,1.25,0.14,28.43,81.06,39.92,19.34,22.61,54.60,31.29,12.37,10.94,84.04,52.06,9.01,11.68,13460.00,1176.00,8.74,323.23,
3.01,1509.02,0.18,5.50,0.02,0.25,0.24,152.29,37.77,584.14,5.14,0.32,0.04,0.16,0.07,5.72,63.12,11.54,22.90,29.26,71.14,38.59,15.92,16.63,55.84,30.79,8.39,12.63,11431.00,906.00,7.93,294.55,
3.01,1511.47,0.18,5.62,0.02,0.26,0.34,182.82,47.64,714.21,1.87,0.02,0.00,0.02,0.01,1.93,45.19,27.93,9.44,8.76,55.33,37.86,12.17,5.30,35.74,25.62,4.19,3.46,11741.00,786.00,6.69,389.51,
1.57,1471.27,0.79,1.27,0.03,0.23,0.14,54.31,12.73,552.84,4.22,0.01,0.00,0.03,0.01,4.28,37.54,34.42,6.99,3.12,44.52,22.82,18.99,2.71,13.84,1.19,12.09,0.41,35991.00,3399.00,9.44,359.45,
4.40,1501.19,0.45,2.20,0.02,0.25,0.23,145.57,36.13,553.88,26.71,1.10,0.05,1.02,0.15,29.03,64.28,10.77,24.61,28.80,39.73,11.05,12.12,16.56,39.81,16.36,9.37,12.24,30611.00,1713.00,5.60,389.87,
1.25,1507.98,0.74,1.34,0.02,0.28,0.23,101.62,28.21,614.75,6.89,0.06,0.00,0.06,0.02,7.03,75.56,46.65,15.73,14.42,35.23,20.33,5.89,9.01,18.35,12.09,1.92,5.41,16092.00,1645.00,10.22,441.70,
2.19,1502.72,0.34,2.94,0.04,0.25,0.24,151.79,37.65,558.72,19.47,1.03,0.09,1.32,0.08,21.99,30.09,22.62,3.99,4.06,36.49,18.10,15.68,2.71,35.66,23.47,8.55,1.35,23824.00,1769.00,7.43,354.43,
3.03,1503.45,0.18,5.44,0.02,0.26,0.33,189.10,49.72,590.67,26.28,0.39,0.08,0.69,0.14,27.59,70.55,36.98,17.88,16.41,66.94,37.28,20.30,9.36,57.67,36.79,9.58,7.05,15310.00,1048.00,6.85,400.69,
3.19,1511.47,0.52,1.92,0.02,0.28,0.27,110.25,31.06,637.22,7.54,0.15,0.01,0.10,0.01,7.81,61.36,36.35,13.39,12.89,44.14,19.30,16.90,7.94,28.79,12.93,9.52,4.95,23533.00,2249.00,9.56,384.77,
2.12,1498.47,0.40,2.47,0.02,0.26,0.19,80.23,21.17,534.61,22.32,0.24,0.06,0.26,0.02,22.90,106.09,63.21,23.43,18.43,51.61,24.65,17.02,9.94,31.66,14.66,7.12,8.50,20179.00,1274.00,6.31,401.07,
38.12,1492.61,1.51,0.66,0.01,0.27,0.22,101.13,26.82,540.26,23.29,0.69,0.05,0.68,0.07,24.79,53.15,31.32,10.58,12.22,68.83,39.81,21.69,7.33,52.68,33.48,9.74,4.89,665627.00,329684.00,49.53,388.76,
5.74,1507.99,0.18,5.60,0.02,0.08,0.07,26.14,2.13,448.67,32.37,1.89,0.18,2.78,0.22,37.44,154.51,96.18,30.91,30.91,69.74,31.55,18.84,19.34,31.00,10.12,9.30,11.57,210283.00,119097.00,56.64,292.60,
0.34,2077.43,0.59,1.70,0.07,0.27,0.45,364.78,98.66,633.34,33.10,1.71,0.16,2.55,0.17,37.69,73.97,28.31,24.37,22.02,65.55,32.18,18.64,14.73,27.30,10.27,9.73,7.29,292768.00,232560.00,79.43,804.47,
0.31,2187.00,0.61,1.63,0.07,0.28,0.36,272.22,75.29,633.41,28.86,1.38,0.06,1.09,0.14,31.53,152.53,95.06,30.92,30.35,108.54,60.47,28.87,19.19,47.73,29.00,7.57,11.15,477646.00,151474.00,31.71,711.31,
1.20,1499.40,0.61,1.64,0.05,0.27,0.48,380.40,102.76,659.33,26.45,0.84,0.08,1.05,0.17,28.58,155.37,99.88,29.00,30.36,103.40,57.68,26.77,18.94,49.05,30.36,7.25,11.42,26732.00,4518.00,16.90,433.29,
